+-------------------------------------------------+----------+--------------------------------------------+-------------------------------------------------------------------------------------------+-----+
| Registry name                                   | Meta/dmg | Display name                               | Ore Dict Keys                                                                             | NBT |
| opencomputers:upgrade                           |        5 | Card Container (Tier 1)                    | oc:cardContainer1                                                                         |     |
| opencomputers:upgrade                           |        6 | Card Container (Tier 2)                    | oc:cardContainer2                                                                         |     |
| opencomputers:upgrade                           |        7 | Card Container (Tier 3)                    | oc:cardContainer3                                                                         |     |
| opencomputers:upgrade                           |        8 | Upgrade Container (Tier 1)                 | oc:upgradeContainer1                                                                      |     |
| opencomputers:upgrade                           |        9 | Upgrade Container (Tier 2)                 | oc:upgradeContainer2                                                                      |     |
| opencomputers:waypoint                          |        0 | Waypoint                                   | oc:waypoint                                                                               |     |
| opencomputers:wrench                            |        0 | Scrench                                    | oc:wrench                                                                                 |     |
| pneumaticcraft:compressed_iron_block            |        0 | Block of Compressed Iron                   | blockIronCompressed                                                                       |     |
| pneumaticcraft:ingot_iron_compressed            |        0 | Compressed Iron Ingot                      | ingotIronCompressed                                                                       |     |
| pneumaticcraft:plastic                          |        0 | Black Plastic                              | plasticBlack                                                                              |     |
| pneumaticcraft:plastic                          |        1 | Red Plastic                                | plasticRed                                                                                |     |
| pneumaticcraft:plastic                          |       10 | Lime Plastic                               | plasticLime                                                                               |     |
| pneumaticcraft:plastic                          |       11 | Yellow Plastic                             | plasticYellow                                                                             |     |
| pneumaticcraft:plastic                          |       12 | Light Blue Plastic                         | plasticLightBlue                                                                          |     |
| pneumaticcraft:plastic                          |       13 | Magenta Plastic                            | plasticMagenta                                                                            |     |
| pneumaticcraft:plastic                          |       14 | Orange Plastic                             | plasticOrange                                                                             |     |
| pneumaticcraft:plastic                          |       15 | White Plastic                              | plasticWhite                                                                              |     |
| pneumaticcraft:plastic                          |        2 | Green Plastic                              | plasticGreen                                                                              |     |
| pneumaticcraft:plastic                          |        3 | Brown Plastic                              | plasticBrown                                                                              |     |
| pneumaticcraft:plastic                          |        4 | Blue Plastic                               | plasticBlue                                                                               |     |
| pneumaticcraft:plastic                          |        5 | Purple Plastic                             | plasticPurple                                                                             |     |
| pneumaticcraft:plastic                          |        6 | Cyan Plastic                               | plasticCyan                                                                               |     |
| pneumaticcraft:plastic                          |        7 | Light Gray Plastic                         | plasticLightGray                                                                          |     |
| pneumaticcraft:plastic                          |        8 | Gray Plastic                               | plasticGray                                                                               |     |
| pneumaticcraft:plastic                          |        9 | Pink Plastic                               | plasticPink                                                                               |     |
| redstonearsenal:material                        |        0 | Fluxed Electrum Blend                      | dustElectrumFlux                                                                          |     |
| redstonearsenal:material                        |      128 | Fluxed Electrum Plate                      | plateElectrumFlux                                                                         |     |
| redstonearsenal:material                        |      160 | Flux Crystal                               | gemCrystalFlux                                                                            |     |
| redstonearsenal:material                        |       32 | Fluxed Electrum Ingot                      | ingotElectrumFlux                                                                         |     |
| redstonearsenal:material                        |       64 | Fluxed Electrum Nugget                     | nuggetElectrumFlux                                                                        |     |
| redstonearsenal:material                        |       96 | Fluxed Electrum Gear                       | gearElectrumFlux                                                                          |     |
| redstonearsenal:storage                         |        0 | Fluxed Electrum Block                      | blockElectrumFlux                                                                         |     |
| redstonearsenal:storage                         |        1 | Flux Crystal Block                         | blockCrystalFlux                                                                          |     |
| refinedstorage:silicon                          |        0 | Silicon                                    | itemSilicon                                                                               |     |
| sgextraparts:ingot                              |        0 | Copper Ingot                               | ingotCopper                                                                               |     |
| sgextraparts:ingot                              |        1 | Tin Ingot                                  | ingotTin                                                                                  |     |
| sgextraparts:ingot                              |       10 | Osmium Ingot                               | ingotOsmium                                                                               |     |
| sgextraparts:ingot                              |       11 | Bronze Ingot                               | ingotBronze                                                                               |     |
| sgextraparts:ingot                              |       12 | Brass Ingot                                | ingotBrass                                                                                |     |
| sgextraparts:ingot                              |       13 | Steel Ingot                                | ingotSteel                                                                                |     |
| sgextraparts:ingot                              |       14 | Invar Ingot                                | ingotInvar                                                                                |     |
| sgextraparts:ingot                              |       15 | Electrum Ingot                             | ingotElectrum                                                                             |     |
| sgextraparts:ingot                              |       16 | Enderium Ingot                             | ingotEnderium                                                                             |     |
| sgextraparts:ingot                              |       17 | Prismarinium Ingot                         | ingotPrismarinium                                                                         |     |
| sgextraparts:ingot                              |       18 | Cobalt Ingot                               | ingotCobalt                                                                               |     |
| sgextraparts:ingot                              |       19 | Ardite Ingot                               | ingotArdite                                                                               |     |
| sgextraparts:ingot                              |        2 | Silver Ingot                               | ingotSilver                                                                               |     |
| sgextraparts:ingot                              |       20 | Manyullyn Ingot                            | ingotManyullyn                                                                            |     |
| sgextraparts:ingot                              |       21 | Mithril Ingot                              | ingotMithril                                                                              |     |
| sgextraparts:ingot                              |       22 | Adamantium Ingot                           | ingotAdamantium                                                                           |     |
| sgextraparts:ingot                              |       23 | Thyrium Ingot                              | ingotThyrium                                                                              |     |
| sgextraparts:ingot                              |       24 | Sinisite Ingot                             | ingotSinisite                                                                             |     |
| sgextraparts:ingot                              |        3 | Lead Ingot                                 | ingotLead                                                                                 |     |
| sgextraparts:ingot                              |        4 | Nickel Ingot                               | ingotNickel                                                                               |     |
| sgextraparts:ingot                              |        5 | Platinum Ingot                             | ingotPlatinum                                                                             |     |
| sgextraparts:ingot                              |        6 | Aluminium Ingot                            | ingotAluminium                                                                            |     |
| sgextraparts:ingot                              |        7 | Aluminum Ingot                             | ingotAluminum                                                                             |     |
| sgextraparts:ingot                              |        8 | Zinc Ingot                                 | ingotZinc                                                                                 |     |
| sgextraparts:ingot                              |        9 | Titanium Ingot                             | ingotTitanium                                                                             |     |
| silentgems:craftingmaterial                     |        0 | Chaos Essence                              | gemChaos                                                                                  |     |
| silentgems:craftingmaterial                     |       11 | Fluffy Fabric                              | paper                                                                                     |     |
| silentgems:craftingmaterial                     |        3 | Chaos Essence Shard                        | nuggetChaos                                                                               |     |
| silentgems:craftingmaterial                     |       31 | Ender Slimeball                            | slimeball                                                                                 |     |
| silentgems:craftingmaterial                     |        4 | Ender Essence                              | gemEnderEssence                                                                           |     |
| silentgems:craftingmaterial                     |        5 | Ender Essence Shard                        | nuggetEnderEssence                                                                        |     |
| silentgems:dye                                  |        0 | Black Dye                                  | dyeBlack                                                                                  |     |
| silentgems:dye                                  |        4 | Blue Dye                                   | dyeBlue                                                                                   |     |
| silentgems:essenceore                           |        0 | Chaos Ore                                  | oreChaos                                                                                  |     |
| silentgems:essenceore                           |        1 | Ender Essence Ore                          | oreEnderEssence                                                                           |     |
| silentgems:fluffypuffseeds                      |        0 | Fluffy Puff Seeds                          | listAllseed                                                                               |     |
| silentgems:gem                                  |        0 | Ruby                                       | gemRuby                                                                                   |     |
| silentgems:gem                                  |        1 | Garnet                                     | gemGarnet                                                                                 |     |
| silentgems:gem                                  |       10 | Iolite                                     | gemIolite                                                                                 |     |
| silentgems:gem                                  |       11 | Amethyst                                   | gemAmethyst                                                                               |     |
| silentgems:gem                                  |       12 | Agate                                      | gemAgate                                                                                  |     |
| silentgems:gem                                  |       13 | Morganite                                  | gemMorganite                                                                              |     |
| silentgems:gem                                  |       14 | Onyx                                       | gemOnyx                                                                                   |     |
| silentgems:gem                                  |       15 | Opal                                       | gemOpal                                                                                   |     |
| silentgems:gem                                  |       16 | Carnelian                                  | gemCarnelian                                                                              |     |
| silentgems:gem                                  |       17 | Spinel                                     | gemSpinel                                                                                 |     |
| silentgems:gem                                  |       18 | Citrine                                    | gemCitrine                                                                                |     |
| silentgems:gem                                  |       19 | Jasper                                     | gemJasper                                                                                 |     |
| silentgems:gem                                  |        2 | Topaz                                      | gemTopaz                                                                                  |     |
| silentgems:gem                                  |       20 | Golden Beryl                               | gemGoldenBeryl                                                                            |     |
| silentgems:gem                                  |       21 | Moldavite                                  | gemMoldavite                                                                              |     |
| silentgems:gem                                  |       22 | Malachite                                  | gemMalachite                                                                              |     |
| silentgems:gem                                  |       23 | Turquoise                                  | gemTurquoise                                                                              |     |
| silentgems:gem                                  |       24 | Moonstone                                  | gemMoonstone                                                                              |     |
| silentgems:gem                                  |       25 | Blue Topaz                                 | gemBlueTopaz                                                                              |     |
| silentgems:gem                                  |       26 | Tanzanite                                  | gemTanzanite                                                                              |     |
| silentgems:gem                                  |       27 | Violet Sapphire                            | gemVioletSapphire                                                                         |     |
| silentgems:gem                                  |       28 | Lepidolite                                 | gemLepidolite                                                                             |     |
| silentgems:gem                                  |       29 | Ametrine                                   | gemAmetrine                                                                               |     |
| silentgems:gem                                  |        3 | Amber                                      | gemAmber                                                                                  |     |
| silentgems:gem                                  |       30 | Black Diamond                              | gemBlackDiamond                                                                           |     |
| silentgems:gem                                  |       31 | Alexandrite                                | gemAlexandrite                                                                            |     |
| silentgems:gem                                  |       32 | Pyrope                                     | gemPyrope                                                                                 |     |
| silentgems:gem                                  |       33 | Coral                                      | gemCoral                                                                                  |     |
| silentgems:gem                                  |       34 | Sunstone                                   | gemSunstone                                                                               |     |
| silentgems:gem                                  |       35 | Cat's Eye                                  | gemCatsEye                                                                                |     |
| silentgems:gem                                  |       36 | Zircon                                     | gemZircon                                                                                 |     |
| silentgems:gem                                  |       37 | Jade                                       | gemJade                                                                                   |     |
| silentgems:gem                                  |       38 | Chrysoprase                                | gemChrysoprase                                                                            |     |
| silentgems:gem                                  |       39 | Apatite                                    | gemApatite                                                                                |     |
| silentgems:gem                                  |        4 | Heliodor                                   | gemHeliodor                                                                               |     |
| silentgems:gem                                  |       40 | Fluorite                                   | gemFluorite                                                                               |     |
| silentgems:gem                                  |       41 | Kyanite                                    | gemKyanite                                                                                |     |
| silentgems:gem                                  |       42 | Sodalite                                   | gemSodalite                                                                               |     |
| silentgems:gem                                  |       43 | Ammolite                                   | gemAmmolite                                                                               |     |
| silentgems:gem                                  |       44 | Kunzite                                    | gemKunzite                                                                                |     |
| silentgems:gem                                  |       45 | Rose Quartz                                | gemRoseQuartz                                                                             |     |
| silentgems:gem                                  |       46 | Tektite                                    | gemTektite                                                                                |     |
| silentgems:gem                                  |       47 | Pearl                                      | gemPearl                                                                                  |     |
| silentgems:gem                                  |        5 | Peridot                                    | gemPeridot                                                                                |     |
| silentgems:gem                                  |        6 | Beryl                                      | gemBeryl                                                                                  |     |
| silentgems:gem                                  |        7 | Indicolite                                 | gemIndicolite                                                                             |     |
| silentgems:gem                                  |        8 | Aquamarine                                 | gemAquamarine                                                                             |     |
| silentgems:gem                                  |        9 | Sapphire                                   | gemSapphire                                                                               |     |
| silentgems:gemblock                             |        0 | Ruby Block                                 | blockRuby                                                                                 |     |
| silentgems:gemblock                             |        1 | Garnet Block                               | blockGarnet                                                                               |     |
| silentgems:gemblock                             |       10 | Iolite Block                               | blockIolite                                                                               |     |
| silentgems:gemblock                             |       11 | Amethyst Block                             | blockAmethyst                                                                             |     |
| silentgems:gemblock                             |       12 | Agate Block                                | blockAgate                                                                                |     |
| silentgems:gemblock                             |       13 | Morganite Block                            | blockMorganite                                                                            |     |
| silentgems:gemblock                             |       14 | Onyx Block                                 | blockOnyx                                                                                 |     |
| silentgems:gemblock                             |       15 | Opal Block                                 | blockOpal                                                                                 |     |
| silentgems:gemblock                             |        2 | Topaz Block                                | blockTopaz                                                                                |     |
| silentgems:gemblock                             |        3 | Amber Block                                | blockAmber                                                                                |     |
| silentgems:gemblock                             |        4 | Heliodor Block                             | blockHeliodor                                                                             |     |
| silentgems:gemblock                             |        5 | Peridot Block                              | blockPeridot                                                                              |     |
| silentgems:gemblock                             |        6 | Beryl Block                                | blockBeryl                                                                                |     |
| silentgems:gemblock                             |        7 | Indicolite Block                           | blockIndicolite                                                                           |     |
| silentgems:gemblock                             |        8 | Aquamarine Block                           | blockAquamarine                                                                           |     |
| silentgems:gemblock                             |        9 | Sapphire Block                             | blockSapphire                                                                             |     |
| silentgems:gemblockdark                         |        0 | Carnelian Block                            | blockCarnelian                                                                            |     |
| silentgems:gemblockdark                         |        1 | Spinel Block                               | blockSpinel                                                                               |     |
| silentgems:gemblockdark                         |       10 | Tanzanite Block                            | blockTanzanite                                                                            |     |
| silentgems:gemblockdark                         |       11 | Violet Sapphire Block                      | blockVioletSapphire                                                                       |     |
| silentgems:gemblockdark                         |       12 | Lepidolite Block                           | blockLepidolite                                                                           |     |
| silentgems:gemblockdark                         |       13 | Ametrine Block                             | blockAmetrine                                                                             |     |
| silentgems:gemblockdark                         |       14 | Black Diamond Block                        | blockBlackDiamond                                                                         |     |
| silentgems:gemblockdark                         |       15 | Alexandrite Block                          | blockAlexandrite                                                                          |     |
| silentgems:gemblockdark                         |        2 | Citrine Block                              | blockCitrine                                                                              |     |
| silentgems:gemblockdark                         |        3 | Jasper Block                               | blockJasper                                                                               |     |
| silentgems:gemblockdark                         |        4 | Golden Beryl Block                         | blockGoldenBeryl                                                                          |     |
| silentgems:gemblockdark                         |        5 | Moldavite Block                            | blockMoldavite                                                                            |     |
| silentgems:gemblockdark                         |        6 | Malachite Block                            | blockMalachite                                                                            |     |
| silentgems:gemblockdark                         |        7 | Turquoise Block                            | blockTurquoise                                                                            |     |
| silentgems:gemblockdark                         |        8 | Moonstone Block                            | blockMoonstone                                                                            |     |
| silentgems:gemblockdark                         |        9 | Blue Topaz Block                           | blockBlueTopaz                                                                            |     |
| silentgems:gemblocklight                        |        0 | Pyrope Block                               | blockPyrope                                                                               |     |
| silentgems:gemblocklight                        |        1 | Coral Block                                | blockCoral                                                                                |     |
| silentgems:gemblocklight                        |       10 | Sodalite Block                             | blockSodalite                                                                             |     |
| silentgems:gemblocklight                        |       11 | Ammolite Block                             | blockAmmolite                                                                             |     |
| silentgems:gemblocklight                        |       12 | Kunzite Block                              | blockKunzite                                                                              |     |
| silentgems:gemblocklight                        |       13 | Rose Quartz Block                          | blockRoseQuartz                                                                           |     |
| silentgems:gemblocklight                        |       14 | Tektite Block                              | blockTektite                                                                              |     |
| silentgems:gemblocklight                        |       15 | Pearl Block                                | blockPearl                                                                                |     |
| silentgems:gemblocklight                        |        2 | Sunstone Block                             | blockSunstone                                                                             |     |
| silentgems:gemblocklight                        |        3 | Cat's Eye Block                            | blockCatsEye                                                                              |     |
| silentgems:gemblocklight                        |        4 | Zircon Block                               | blockZircon                                                                               |     |
| silentgems:gemblocklight                        |        5 | Jade Block                                 | blockJade                                                                                 |     |
| silentgems:gemblocklight                        |        6 | Chrysoprase Block                          | blockChrysoprase                                                                          |     |
| silentgems:gemblocklight                        |        7 | Apatite Block                              | blockApatite                                                                              |     |
| silentgems:gemblocklight                        |        8 | Fluorite Block                             | blockFluorite                                                                             |     |
| silentgems:gemblocklight                        |        9 | Kyanite Block                              | blockKyanite                                                                              |     |
| silentgems:gemblocksuper                        |        0 | Supercharged Ruby Block                    | blockRubySuper                                                                            |     |
| silentgems:gemblocksuper                        |        1 | Supercharged Garnet Block                  | blockGarnetSuper                                                                          |     |
| silentgems:gemblocksuper                        |       10 | Supercharged Iolite Block                  | blockIoliteSuper                                                                          |     |
| silentgems:gemblocksuper                        |       11 | Supercharged Amethyst Block                | blockAmethystSuper                                                                        |     |
| silentgems:gemblocksuper                        |       12 | Supercharged Agate Block                   | blockAgateSuper                                                                           |     |
| silentgems:gemblocksuper                        |       13 | Supercharged Morganite Block               | blockMorganiteSuper                                                                       |     |
| silentgems:gemblocksuper                        |       14 | Supercharged Onyx Block                    | blockOnyxSuper                                                                            |     |
| silentgems:gemblocksuper                        |       15 | Supercharged Opal Block                    | blockOpalSuper                                                                            |     |
| silentgems:gemblocksuper                        |        2 | Supercharged Topaz Block                   | blockTopazSuper                                                                           |     |
| silentgems:gemblocksuper                        |        3 | Supercharged Amber Block                   | blockAmberSuper                                                                           |     |
| silentgems:gemblocksuper                        |        4 | Supercharged Heliodor Block                | blockHeliodorSuper                                                                        |     |
| silentgems:gemblocksuper                        |        5 | Supercharged Peridot Block                 | blockPeridotSuper                                                                         |     |
| silentgems:gemblocksuper                        |        6 | Supercharged Beryl Block                   | blockBerylSuper                                                                           |     |
| silentgems:gemblocksuper                        |        7 | Supercharged Indicolite Block              | blockIndicoliteSuper                                                                      |     |
| silentgems:gemblocksuper                        |        8 | Supercharged Aquamarine Block              | blockAquamarineSuper                                                                      |     |
| silentgems:gemblocksuper                        |        9 | Supercharged Sapphire Block                | blockSapphireSuper                                                                        |     |
| silentgems:gemblocksuperdark                    |        0 | Supercharged Carnelian Block               | blockCarnelianSuper                                                                       |     |
| silentgems:gemblocksuperdark                    |        1 | Supercharged Spinel Block                  | blockSpinelSuper                                                                          |     |
| silentgems:gemblocksuperdark                    |       10 | Supercharged Tanzanite Block               | blockTanzaniteSuper                                                                       |     |
| silentgems:gemblocksuperdark                    |       11 | Supercharged Violet Sapphire Block         | blockVioletSapphireSuper                                                                  |     |
| silentgems:gemblocksuperdark                    |       12 | Supercharged Lepidolite Block              | blockLepidoliteSuper                                                                      |     |
| silentgems:gemblocksuperdark                    |       13 | Supercharged Ametrine Block                | blockAmetrineSuper                                                                        |     |
| silentgems:gemblocksuperdark                    |       14 | Supercharged Black Diamond Block           | blockBlackDiamondSuper                                                                    |     |
| silentgems:gemblocksuperdark                    |       15 | Supercharged Alexandrite Block             | blockAlexandriteSuper                                                                     |     |
| silentgems:gemblocksuperdark                    |        2 | Supercharged Citrine Block                 | blockCitrineSuper                                                                         |     |
| silentgems:gemblocksuperdark                    |        3 | Supercharged Jasper Block                  | blockJasperSuper                                                                          |     |
| silentgems:gemblocksuperdark                    |        4 | Supercharged Golden Beryl Block            | blockGoldenBerylSuper                                                                     |     |
| silentgems:gemblocksuperdark                    |        5 | Supercharged Moldavite Block               | blockMoldaviteSuper                                                                       |     |
| silentgems:gemblocksuperdark                    |        6 | Supercharged Malachite Block               | blockMalachiteSuper                                                                       |     |
| silentgems:gemblocksuperdark                    |        7 | Supercharged Turquoise Block               | blockTurquoiseSuper                                                                       |     |
| silentgems:gemblocksuperdark                    |        8 | Supercharged Moonstone Block               | blockMoonstoneSuper                                                                       |     |
| silentgems:gemblocksuperdark                    |        9 | Supercharged Blue Topaz Block              | blockBlueTopazSuper                                                                       |     |
| silentgems:gemblocksuperlight                   |        0 | Supercharged Pyrope Block                  | blockPyropeSuper                                                                          |     |
| silentgems:gemblocksuperlight                   |        1 | Supercharged Coral Block                   | blockCoralSuper                                                                           |     |
| silentgems:gemblocksuperlight                   |       10 | Supercharged Sodalite Block                | blockSodaliteSuper                                                                        |     |
| silentgems:gemblocksuperlight                   |       11 | Supercharged Ammolite Block                | blockAmmoliteSuper                                                                        |     |
| silentgems:gemblocksuperlight                   |       12 | Supercharged Kunzite Block                 | blockKunziteSuper                                                                         |     |
| silentgems:gemblocksuperlight                   |       13 | Supercharged Rose Quartz Block             | blockRoseQuartzSuper                                                                      |     |
| silentgems:gemblocksuperlight                   |       14 | Supercharged Tektite Block                 | blockTektiteSuper                                                                         |     |
| silentgems:gemblocksuperlight                   |       15 | Supercharged Pearl Block                   | blockPearlSuper                                                                           |     |
| silentgems:gemblocksuperlight                   |        2 | Supercharged Sunstone Block                | blockSunstoneSuper                                                                        |     |
| silentgems:gemblocksuperlight                   |        3 | Supercharged Cat's Eye Block               | blockCatsEyeSuper                                                                         |     |
| silentgems:gemblocksuperlight                   |        4 | Supercharged Zircon Block                  | blockZirconSuper                                                                          |     |
| silentgems:gemblocksuperlight                   |        5 | Supercharged Jade Block                    | blockJadeSuper                                                                            |     |
| silentgems:gemblocksuperlight                   |        6 | Supercharged Chrysoprase Block             | blockChrysopraseSuper                                                                     |     |
| silentgems:gemblocksuperlight                   |        7 | Supercharged Apatite Block                 | blockApatiteSuper                                                                         |     |
| silentgems:gemblocksuperlight                   |        8 | Supercharged Fluorite Block                | blockFluoriteSuper                                                                        |     |
| silentgems:gemblocksuperlight                   |        9 | Supercharged Kyanite Block                 | blockKyaniteSuper                                                                         |     |
| silentgems:gemglass                             |        0 | Ruby Glass                                 | blockGlass                                                                                |     |
| silentgems:gemglass                             |        1 | Garnet Glass                               | blockGlass                                                                                |     |
| silentgems:gemglass                             |       10 | Iolite Glass                               | blockGlass                                                                                |     |
| silentgems:gemglass                             |       11 | Amethyst Glass                             | blockGlass                                                                                |     |
| silentgems:gemglass                             |       12 | Agate Glass                                | blockGlass                                                                                |     |
