+------------------------------------+-------------------------------------------------+----------+--------------------------------------------+-----+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                               | NBT |
| listAllnut                         | harvestcraft:chestnutitem                       |        0 | Chestnut                                   |     |
| listAllnut                         | harvestcraft:peanutitem                         |        0 | Peanut                                     |     |
| listAllnut                         | harvestcraft:pecanitem                          |        0 | Pecan                                      |     |
| listAllnut                         | harvestcraft:pistachioitem                      |        0 | Pistachio                                  |     |
| listAllnut                         | harvestcraft:walnutitem                         |        0 | Walnut                                     |     |
| listAllnutbutter                   | harvestcraft:almondbutteritem                   |        0 | Almond Butter                              |     |
| listAllnutbutter                   | harvestcraft:cashewbutteritem                   |        0 | Cashew Butter                              |     |
| listAllnutbutter                   | harvestcraft:chestnutbutteritem                 |        0 | Chestnut Butter                            |     |
| listAllnutbutter                   | harvestcraft:peanutbutteritem                   |        0 | Peanut Butter                              |     |
| listAllnutbutter                   | harvestcraft:pistachiobutteritem                |        0 | Pistachio Butter                           |     |
| listAllpepper                      | harvestcraft:bellpepperitem                     |        0 | Bellpepper                                 |     |
| listAllpepper                      | harvestcraft:chilipepperitem                    |        0 | Chili Pepper                               |     |
| listAllporkcooked                  | harvestcraft:cookedtofaconitem                  |        0 | Cooked Tofacon                             |     |
| listAllporkcooked                  | minecraft:cooked_porkchop                       |        0 | Cooked Porkchop                            |     |
| listAllporkraw                     | harvestcraft:rawtofaconitem                     |        0 | Raw Tofacon                                |     |
| listAllporkraw                     | minecraft:porkchop                              |        0 | Raw Porkchop                               |     |
| listAllrabbitcooked                | harvestcraft:cookedtofabbititem                 |        0 | Cooked Tofabbit                            |     |
| listAllrabbitcooked                | minecraft:cooked_rabbit                         |        0 | Cooked Rabbit                              |     |
| listAllrabbitraw                   | harvestcraft:rawtofabbititem                    |        0 | Raw Tofabbit                               |     |
| listAllrabbitraw                   | minecraft:rabbit                                |        0 | Raw Rabbit                                 |     |
| listAllrootveggie                  | biomesoplenty:turnip                            |        0 | Turnip                                     |     |
| listAllrootveggie                  | harvestcraft:parsnipitem                        |        0 | Parsnip                                    |     |
| listAllrootveggie                  | harvestcraft:radishitem                         |        0 | Radish                                     |     |
| listAllrootveggie                  | harvestcraft:rutabagaitem                       |        0 | Rutabaga                                   |     |
| listAllrootveggie                  | harvestcraft:sweetpotatoitem                    |        0 | Sweet Potato                               |     |
| listAllrootveggie                  | harvestcraft:turnipitem                         |        0 | Turnip                                     |     |
| listAllseed                        | biomesoplenty:turnip_seeds                      |        0 | Turnip Seeds                               |     |
| listAllseed                        | harvestcraft:artichokeseeditem                  |        0 | Artichoke Seed                             |     |
| listAllseed                        | harvestcraft:asparagusseeditem                  |        0 | Asparagus Seed                             |     |
| listAllseed                        | harvestcraft:bambooshootseeditem                |        0 | Bamboo Shoot Seed                          |     |
| listAllseed                        | harvestcraft:barleyseeditem                     |        0 | Barley Seed                                |     |
| listAllseed                        | harvestcraft:beanseeditem                       |        0 | Bean Seed                                  |     |
| listAllseed                        | harvestcraft:beetseeditem                       |        0 | Beet Seed                                  |     |
| listAllseed                        | harvestcraft:bellpepperseeditem                 |        0 | Bellpepper Seed                            |     |
| listAllseed                        | harvestcraft:blackberryseeditem                 |        0 | Blackberry Seed                            |     |
| listAllseed                        | harvestcraft:blueberryseeditem                  |        0 | Blueberry Seed                             |     |
| listAllseed                        | harvestcraft:broccoliseeditem                   |        0 | Broccoli Seed                              |     |
| listAllseed                        | harvestcraft:brusselsproutseeditem              |        0 | Brussel Sprout Seed                        |     |
| listAllseed                        | harvestcraft:cabbageseeditem                    |        0 | Cabbage Seed                               |     |
| listAllseed                        | harvestcraft:cactusfruitseeditem                |        0 | Cactus Fruit Seed                          |     |
| listAllseed                        | harvestcraft:candleberryseeditem                |        0 | Candleberry Seed                           |     |
| listAllseed                        | harvestcraft:cantaloupeseeditem                 |        0 | Cantaloupe Seed                            |     |
| listAllseed                        | harvestcraft:cauliflowerseeditem                |        0 | Cauliflower Seed                           |     |
| listAllseed                        | harvestcraft:celeryseeditem                     |        0 | Celery Seed                                |     |
| listAllseed                        | harvestcraft:chilipepperseeditem                |        0 | Chili Pepper Seed                          |     |
| listAllseed                        | harvestcraft:coffeeseeditem                     |        0 | Coffee Seed                                |     |
| listAllseed                        | harvestcraft:cornseeditem                       |        0 | Corn Seed                                  |     |
| listAllseed                        | harvestcraft:cottonseeditem                     |        0 | Cotton Seed                                |     |
| listAllseed                        | harvestcraft:cranberryseeditem                  |        0 | Cranberry Seed                             |     |
| listAllseed                        | harvestcraft:cucumberseeditem                   |        0 | Cucumber Seed                              |     |
| listAllseed                        | harvestcraft:curryleafseeditem                  |        0 | Curry Leaf Seed                            |     |
| listAllseed                        | harvestcraft:eggplantseeditem                   |        0 | Eggplant Seed                              |     |
| listAllseed                        | harvestcraft:garlicseeditem                     |        0 | Garlic Seed                                |     |
| listAllseed                        | harvestcraft:gingerseeditem                     |        0 | Ginger Seed                                |     |
| listAllseed                        | harvestcraft:grapeseeditem                      |        0 | Grape Seed                                 |     |
| listAllseed                        | harvestcraft:kiwiseeditem                       |        0 | Kiwi Seed                                  |     |
| listAllseed                        | harvestcraft:leekseeditem                       |        0 | Leek Seed                                  |     |
| listAllseed                        | harvestcraft:lettuceseeditem                    |        0 | Lettuce Seed                               |     |
| listAllseed                        | harvestcraft:mustardseeditem                    |        0 | Mustard Seed                               |     |
| listAllseed                        | harvestcraft:oatsseeditem                       |        0 | Oats Seed                                  |     |
| listAllseed                        | harvestcraft:okraseeditem                       |        0 | Okra Seed                                  |     |
| listAllseed                        | harvestcraft:onionseeditem                      |        0 | Onion Seed                                 |     |
| listAllseed                        | harvestcraft:parsnipseeditem                    |        0 | Parsnip Seed                               |     |
| listAllseed                        | harvestcraft:peanutseeditem                     |        0 | Peanut Seed                                |     |
| listAllseed                        | harvestcraft:peasseeditem                       |        0 | Peas Seed                                  |     |
| listAllseed                        | harvestcraft:pineappleseeditem                  |        0 | Pineapple Seed                             |     |
| listAllseed                        | harvestcraft:radishseeditem                     |        0 | Radish Seed                                |     |
| listAllseed                        | harvestcraft:raspberryseeditem                  |        0 | Raspberry Seed                             |     |
| listAllseed                        | harvestcraft:rhubarbseeditem                    |        0 | Rhubarb Seed                               |     |
| listAllseed                        | harvestcraft:riceseeditem                       |        0 | Rice Seed                                  |     |
| listAllseed                        | harvestcraft:rutabagaseeditem                   |        0 | Rutabaga Seed                              |     |
| listAllseed                        | harvestcraft:ryeseeditem                        |        0 | Rye Seed                                   |     |
| listAllseed                        | harvestcraft:scallionseeditem                   |        0 | Scallion Seed                              |     |
| listAllseed                        | harvestcraft:seaweedseeditem                    |        0 | Seaweed Seed                               |     |
| listAllseed                        | harvestcraft:sesameseedsseeditem                |        0 | Sesame Seeds Seed                          |     |
| listAllseed                        | harvestcraft:soybeanseeditem                    |        0 | Soybean Seed                               |     |
| listAllseed                        | harvestcraft:spiceleafseeditem                  |        0 | Spice Leaf Seed                            |     |
| listAllseed                        | harvestcraft:spinachseeditem                    |        0 | Spinach Seed                               |     |
| listAllseed                        | harvestcraft:strawberryseeditem                 |        0 | Strawberry Seed                            |     |
| listAllseed                        | harvestcraft:sweetpotatoseeditem                |        0 | Sweet Potato Seed                          |     |
| listAllseed                        | harvestcraft:teaseeditem                        |        0 | Tea Seed                                   |     |
| listAllseed                        | harvestcraft:tomatoseeditem                     |        0 | Tomato Seed                                |     |
| listAllseed                        | harvestcraft:turnipseeditem                     |        0 | Turnip Seed                                |     |
| listAllseed                        | harvestcraft:waterchestnutseeditem              |        0 | Water Chestnut Seed                        |     |
| listAllseed                        | harvestcraft:whitemushroomseeditem              |        0 | White Mushroom Spore                       |     |
| listAllseed                        | harvestcraft:wintersquashseeditem               |        0 | Winter Squash Seed                         |     |
| listAllseed                        | harvestcraft:zucchiniseeditem                   |        0 | Zucchini Seed                              |     |
| listAllseed                        | minecraft:beetroot_seeds                        |        0 | Beetroot Seeds                             |     |
| listAllseed                        | minecraft:melon_seeds                           |        0 | Melon Seeds                                |     |
| listAllseed                        | minecraft:pumpkin_seeds                         |        0 | Pumpkin Seeds                              |     |
| listAllseed                        | minecraft:wheat_seeds                           |        0 | Seeds                                      |     |
| listAllseed                        | silentgems:fluffypuffseeds                      |        0 | Fluffy Puff Seeds                          |     |
| listAllsmoothie                    | harvestcraft:bananasmoothieitem                 |        0 | Banana Smoothie                            |     |
| listAllsmoothie                    | harvestcraft:blackberrysmoothieitem             |        0 | Blackberry Smoothie                        |     |
| listAllsmoothie                    | harvestcraft:blueberrysmoothieitem              |        0 | Blueberry Smoothie                         |     |
| listAllsmoothie                    | harvestcraft:cherrysmoothieitem                 |        0 | Cherry Smoothie                            |     |
| listAllsmoothie                    | harvestcraft:gooseberrysmoothieitem             |        0 | Gooseberry Smoothie                        |     |
| listAllsmoothie                    | harvestcraft:kiwismoothieitem                   |        0 | Kiwi Smoothie                              |     |
| listAllsmoothie                    | harvestcraft:lemonsmoothieitem                  |        0 | Lemon Smoothie                             |     |
| listAllsmoothie                    | harvestcraft:limesmoothieitem                   |        0 | Lime Smoothie                              |     |
| listAllsmoothie                    | harvestcraft:mangosmoothieitem                  |        0 | Mango Smoothie                             |     |
| listAllsmoothie                    | harvestcraft:melonsmoothieitem                  |        0 | Melon Smoothie                             |     |
| listAllsmoothie                    | harvestcraft:orangesmoothieitem                 |        0 | Orange Smoothie                            |     |
| listAllsmoothie                    | harvestcraft:papayasmoothieitem                 |        0 | Papaya Smoothie                            |     |
| listAllsmoothie                    | harvestcraft:peachsmoothieitem                  |        0 | Peach Smoothie                             |     |
| listAllsmoothie                    | harvestcraft:pomegranatesmoothieitem            |        0 | Pomegranate Smoothie                       |     |
| listAllsmoothie                    | harvestcraft:raspberrysmoothieitem              |        0 | Raspberry Smoothie                         |     |
| listAllsmoothie                    | harvestcraft:starfruitsmoothieitem              |        0 | Starfruit Smoothie                         |     |
| listAllsmoothie                    | harvestcraft:strawberrysmoothieitem             |        0 | Strawberry Smoothie                        |     |
| listAllsoda                        | harvestcraft:cherrysodaitem                     |        0 | Cherry Soda                                |     |
| listAllsoda                        | harvestcraft:colasodaitem                       |        0 | Cola Soda                                  |     |
| listAllsoda                        | harvestcraft:gingersodaitem                     |        0 | Ginger Ale                                 |     |
| listAllsoda                        | harvestcraft:grapefruitsodaitem                 |        0 | Grapefruit Soda                            |     |
| listAllsoda                        | harvestcraft:grapesodaitem                      |        0 | Grape Soda                                 |     |
| listAllsoda                        | harvestcraft:lemonlimesodaitem                  |        0 | Lemon-Lime Soda                            |     |
| listAllsoda                        | harvestcraft:orangesodaitem                     |        0 | Orange Soda                                |     |
| listAllsoda                        | harvestcraft:rootbeersodaitem                   |        0 | Root Beer                                  |     |
| listAllsoda                        | harvestcraft:strawberrysodaitem                 |        0 | Strawberry Soda                            |     |
| listAllspice                       | harvestcraft:currypowderitem                    |        0 | Curry Powder                               |     |
| listAllspice                       | harvestcraft:gingeritem                         |        0 | Ginger                                     |     |
| listAllspice                       | harvestcraft:mustardseedsitem                   |        0 | Mustard Seeds                              |     |
| listAllspice                       | harvestcraft:spiceleafitem                      |        0 | Spice Leaf                                 |     |
| listAllsugar                       | harvestcraft:honeyitem                          |        0 | Honey                                      |     |
| listAllsugar                       | minecraft:sugar                                 |        0 | Sugar                                      |     |
| listAllturkeycooked                | harvestcraft:cookedtofurkeyitem                 |        0 | Cooked Tofurkey                            |     |
| listAllturkeycooked                | harvestcraft:turkeycookeditem                   |        0 | Cooked Turkey                              |     |
| listAllturkeyraw                   | harvestcraft:rawtofurkeyitem                    |        0 | Raw Tofurkey                               |     |
| listAllturkeyraw                   | harvestcraft:turkeyrawitem                      |        0 | Raw Turkey                                 |     |
| listAllveggie                      | biomesoplenty:turnip                            |        0 | Turnip                                     |     |
| listAllveggie                      | harvestcraft:artichokeitem                      |        0 | Artichoke                                  |     |
| listAllveggie                      | harvestcraft:asparagusitem                      |        0 | Asparagus                                  |     |
| listAllveggie                      | harvestcraft:bambooshootitem                    |        0 | Bamboo Shoot                               |     |
| listAllveggie                      | harvestcraft:beanitem                           |        0 | Beans                                      |     |
| listAllveggie                      | harvestcraft:beetitem                           |        0 | Beet                                       |     |
| listAllveggie                      | harvestcraft:bellpepperitem                     |        0 | Bellpepper                                 |     |
| listAllveggie                      | harvestcraft:broccoliitem                       |        0 | Broccoli                                   |     |
| listAllveggie                      | harvestcraft:brusselsproutitem                  |        0 | Brussel Sprout                             |     |
| listAllveggie                      | harvestcraft:cabbageitem                        |        0 | Cabbage                                    |     |
| listAllveggie                      | harvestcraft:caulifloweritem                    |        0 | Cauliflower                                |     |
| listAllveggie                      | harvestcraft:celeryitem                         |        0 | Celery                                     |     |
| listAllveggie                      | harvestcraft:cornitem                           |        0 | Corn                                       |     |
| listAllveggie                      | harvestcraft:cucumberitem                       |        0 | Cucumber                                   |     |
| listAllveggie                      | harvestcraft:eggplantitem                       |        0 | Eggplant                                   |     |
| listAllveggie                      | harvestcraft:harvestpumpkinitem                 |        0 | Pumpkin                                    |     |
| listAllveggie                      | harvestcraft:leekitem                           |        0 | Leek                                       |     |
| listAllveggie                      | harvestcraft:lettuceitem                        |        0 | Lettuce                                    |     |
| listAllveggie                      | harvestcraft:okraitem                           |        0 | Okra                                       |     |
| listAllveggie                      | harvestcraft:onionitem                          |        0 | Onion                                      |     |
| listAllveggie                      | harvestcraft:parsnipitem                        |        0 | Parsnip                                    |     |
| listAllveggie                      | harvestcraft:peasitem                           |        0 | Peas                                       |     |
| listAllveggie                      | harvestcraft:radishitem                         |        0 | Radish                                     |     |
| listAllveggie                      | harvestcraft:rhubarbitem                        |        0 | Rhubarb                                    |     |
| listAllveggie                      | harvestcraft:rutabagaitem                       |        0 | Rutabaga                                   |     |
| listAllveggie                      | harvestcraft:scallionitem                       |        0 | Scallion                                   |     |
| listAllveggie                      | harvestcraft:seaweeditem                        |        0 | Seaweed                                    |     |
| listAllveggie                      | harvestcraft:soybeanitem                        |        0 | Soybean                                    |     |
| listAllveggie                      | harvestcraft:spinachitem                        |        0 | Spinach                                    |     |
| listAllveggie                      | harvestcraft:sweetpotatoitem                    |        0 | Sweet Potato                               |     |
| listAllveggie                      | harvestcraft:tomatoitem                         |        0 | Tomato                                     |     |
| listAllveggie                      | harvestcraft:turnipitem                         |        0 | Turnip                                     |     |
| listAllveggie                      | harvestcraft:waterchestnutitem                  |        0 | Water Chestnut                             |     |
| listAllveggie                      | harvestcraft:whitemushroomitem                  |        0 | White Mushroom                             |     |
| listAllveggie                      | harvestcraft:wintersquashitem                   |        0 | Winter Squash                              |     |
| listAllveggie                      | harvestcraft:zucchiniitem                       |        0 | Zucchini                                   |     |
| listAllveggie                      | minecraft:beetroot                              |        0 | Beetroot                                   |     |
| listAllveggie                      | minecraft:carrot                                |        0 | Carrot                                     |     |
| listAllveggie                      | minecraft:potato                                |        0 | Potato                                     |     |
| listAllveggie                      | minecraft:pumpkin                               |        0 | Pumpkin                                    |     |
| listAllvenisoncooked               | harvestcraft:cookedtofenisonitem                |        0 | Cooked Tofenison                           |     |
| listAllvenisoncooked               | harvestcraft:venisoncookeditem                  |        0 | Cooked Venison                             |     |
| listAllvenisonraw                  | harvestcraft:rawtofenisonitem                   |        0 | Raw Tofenison                              |     |
| listAllvenisonraw                  | harvestcraft:venisonrawitem                     |        0 | Raw Venison                                |     |
| listAllwater                       | harvestcraft:freshwateritem                     |        0 | Fresh Water                                |     |
| listAllwater                       | minecraft:water_bucket                          |        0 | Water Bucket                               |     |
| log                                | essentialcraft:root                             |    32767 | (WILDCARD)                                 |     |
| logWood                            | biomesoplenty:log_0                             |        4 | Sacred Oak Wood                            |     |
| logWood                            | biomesoplenty:log_0                             |        5 | Cherry Wood                                |     |
| logWood                            | biomesoplenty:log_0                             |        6 | Umbran Wood                                |     |
| logWood                            | biomesoplenty:log_0                             |        7 | Fir Wood                                   |     |
| logWood                            | biomesoplenty:log_1                             |        4 | Ethereal Wood                              |     |
| logWood                            | biomesoplenty:log_1                             |        5 | Magic Wood                                 |     |
| logWood                            | biomesoplenty:log_1                             |        6 | Mangrove Wood                              |     |
| logWood                            | biomesoplenty:log_1                             |        7 | Palm Wood                                  |     |
| logWood                            | biomesoplenty:log_2                             |        4 | Redwood Wood                               |     |
| logWood                            | biomesoplenty:log_2                             |        5 | Willow Wood                                |     |
| logWood                            | biomesoplenty:log_2                             |        6 | Pine Wood                                  |     |
| logWood                            | biomesoplenty:log_2                             |        7 | Hellbark Wood                              |     |
| logWood                            | biomesoplenty:log_3                             |        4 | Jacaranda Wood                             |     |
| logWood                            | biomesoplenty:log_3                             |        5 | Mahogany Wood                              |     |
| logWood                            | biomesoplenty:log_3                             |        6 | Ebony Wood                                 |     |
| logWood                            | biomesoplenty:log_3                             |        7 | Eucalyptus Wood                            |     |
| logWood                            | biomesoplenty:log_4                             |        4 | Giant Flower Stem                          |     |
| logWood                            | biomesoplenty:log_4                             |        5 | Dead Wood                                  |     |
| logWood                            | harvestcraft:pamcinnamon                        |        0 | Cinnamon Wood                              |     |
| logWood                            | harvestcraft:pammaple                           |        0 | Maple Wood                                 |     |
| logWood                            | harvestcraft:pampaperbark                       |        0 | Paperbark Wood                             |     |
| logWood                            | integrateddynamics:menril_log                   |        0 | Menril Wood                                |     |
| logWood                            | integrateddynamics:menril_log_filled            |        0 | Enriched Menril Wood                       |     |
| logWood                            | minecraft:log                                   |    32767 | (WILDCARD)                                 |     |
| logWood                            | minecraft:log2                                  |    32767 | (WILDCARD)                                 |     |
| materialCloth                      | harvestcraft:wovencottonitem                    |        0 | Woven Cotton                               |     |
| materialEnderPearl                 | minecraft:ender_pearl                           |        0 | Ender Pearl                                |     |
| materialPressedwax                 | harvestcraft:beeswaxitem                        |        0 | Pressed Wax                                |     |
| matterOfEternity                   | essentialcraft:storage                          |        4 | Matter Of Eternity                         |     |
| mruCatcher                         | essentialcraft:genitem                          |       29 | MRU Collecting Device                      |     |
| mruLink                            | essentialcraft:genitem                          |       28 | MRU Linking Device                         |     |
| netherStar                         | minecraft:nether_star                           |        0 | Nether Star                                |     |
| netherrack                         | chisel:netherrack                               |        0 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        1 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |       10 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |       11 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |       12 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |       13 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        2 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        3 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        4 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        5 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        6 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        7 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        8 | Netherrack                                 |     |
| netherrack                         | chisel:netherrack                               |        9 | Netherrack                                 |     |
| netherrack                         | minecraft:netherrack                            |        0 | Netherrack                                 |     |
| nuggetAgate                        | silentgems:gemshard                             |       12 | Agate Shard                                |     |
| nuggetAlexandrite                  | silentgems:gemshard                             |       31 | Alexandrite Shard                          |     |
| nuggetAluminium                    | magneticraft:nuggets                            |        7 | Aluminium Nugget                           |     |
| nuggetAluminum                     | embers:nugget_aluminum                          |        0 | Aluminum Nugget                            |     |
| nuggetAluminum                     | immersiveengineering:metal                      |       21 | Aluminium Nugget                           |     |
| nuggetAluminum                     | libvulpes:productnugget                         |        9 | Aluminum Nugget                            |     |
| nuggetAluminum                     | magneticraft:nuggets                            |        7 | Aluminium Nugget                           |     |
| nuggetAluminum                     | thermalfoundation:material                      |      196 | Aluminum Nugget                            |     |
| nuggetAmber                        | silentgems:gemshard                             |        3 | Amber Shard                                |     |
| nuggetAmethyst                     | silentgems:gemshard                             |       11 | Amethyst Shard                             |     |
| nuggetAmetrine                     | silentgems:gemshard                             |       29 | Ametrine Shard                             |     |
| nuggetAmmolite                     | silentgems:gemshard                             |       43 | Ammolite Shard                             |     |
| nuggetApatite                      | silentgems:gemshard                             |       39 | Apatite Shard                              |     |
| nuggetAquamarine                   | silentgems:gemshard                             |        8 | Aquamarine Shard                           |     |
| nuggetBeryl                        | silentgems:gemshard                             |        6 | Beryl Shard                                |     |
| nuggetBlackDiamond                 | silentgems:gemshard                             |       30 | Black Diamond Shard                        |     |
| nuggetBlueTopaz                    | silentgems:gemshard                             |       25 | Blue Topaz Shard                           |     |
| nuggetBronze                       | embers:nugget_bronze                            |        0 | Bronze Nugget                              |     |
| nuggetBronze                       | thermalfoundation:material                      |      227 | Bronze Nugget                              |     |
| nuggetCarnelian                    | silentgems:gemshard                             |       16 | Carnelian Shard                            |     |
| nuggetCatsEye                      | silentgems:gemshard                             |       35 | Cat's Eye Shard                            |     |
| nuggetChaos                        | silentgems:craftingmaterial                     |        3 | Chaos Essence Shard                        |     |
| nuggetChrysoprase                  | silentgems:gemshard                             |       38 | Chrysoprase Shard                          |     |
| nuggetCitrine                      | silentgems:gemshard                             |       18 | Citrine Shard                              |     |
| nuggetCobalt                       | magneticraft:nuggets                            |        4 | Cobalt Nugget                              |     |
| nuggetConstantan                   | immersiveengineering:metal                      |       26 | Constantan Nugget                          |     |
| nuggetConstantan                   | thermalfoundation:material                      |      228 | Constantan Nugget                          |     |
| nuggetCopper                       | embers:nugget_copper                            |        0 | Copper Nugget                              |     |
| nuggetCopper                       | immersiveengineering:metal                      |       20 | Copper Nugget                              |     |
| nuggetCopper                       | libvulpes:productnugget                         |        4 | Copper Nugget                              |     |
| nuggetCopper                       | magneticraft:nuggets                            |        2 | Copper Nugget                              |     |
| nuggetCopper                       | thermalfoundation:material                      |      192 | Copper Nugget                              |     |
| nuggetCoral                        | silentgems:gemshard                             |       33 | Coral Shard                                |     |
| nuggetDawnstone                    | embers:nugget_dawnstone                         |        0 | Dawnstone Nugget                           |     |
| nuggetDiamond                      | thermalfoundation:material                      |       16 | Diamond Nugget                             |     |
| nuggetElectrum                     | embers:nugget_electrum                          |        0 | Electrum Nugget                            |     |
| nuggetElectrum                     | immersiveengineering:metal                      |       27 | Electrum Nugget                            |     |
| nuggetElectrum                     | thermalfoundation:material                      |      225 | Electrum Nugget                            |     |
| nuggetElectrumFlux                 | redstonearsenal:material                        |       64 | Fluxed Electrum Nugget                     |     |
| nuggetEmerald                      | thermalfoundation:material                      |       17 | Emerald Nugget                             |     |
| nuggetEnderEssence                 | silentgems:craftingmaterial                     |        5 | Ender Essence Shard                        |     |
| nuggetEnderium                     | thermalfoundation:material                      |      231 | Enderium Nugget                            |     |
| nuggetFluorite                     | silentgems:gemshard                             |       40 | Fluorite Shard                             |     |
| nuggetGarnet                       | silentgems:gemshard                             |        1 | Garnet Shard                               |     |
| nuggetGold                         | minecraft:gold_nugget                           |        0 | Gold Nugget                                |     |
| nuggetGoldenBeryl                  | silentgems:gemshard                             |       20 | Golden Beryl Shard                         |     |
| nuggetHeliodor                     | silentgems:gemshard                             |        4 | Heliodor Shard                             |     |
| nuggetIndicolite                   | silentgems:gemshard                             |        7 | Indicolite Shard                           |     |
| nuggetInvar                        | thermalfoundation:material                      |      226 | Invar Nugget                               |     |
| nuggetIolite                       | silentgems:gemshard                             |       10 | Iolite Shard                               |     |
| nuggetIridium                      | libvulpes:productnugget                         |       10 | Iridium Nugget                             |     |
| nuggetIridium                      | thermalfoundation:material                      |      199 | Iridium Nugget                             |     |
| nuggetIron                         | embers:nugget_iron                              |        0 | Iron Nugget                                |     |
| nuggetIron                         | immersiveengineering:metal                      |       29 | Iron Nugget                                |     |
| nuggetIron                         | minecraft:iron_nugget                           |        0 | Iron Nugget                                |     |
| nuggetJade                         | silentgems:gemshard                             |       37 | Jade Shard                                 |     |
| nuggetJasper                       | silentgems:gemshard                             |       19 | Jasper Shard                               |     |
| nuggetKunzite                      | silentgems:gemshard                             |       44 | Kunzite Shard                              |     |
| nuggetKyanite                      | silentgems:gemshard                             |       41 | Kyanite Shard                              |     |
| nuggetLead                         | embers:nugget_lead                              |        0 | Lead Nugget                                |     |
| nuggetLead                         | immersiveengineering:metal                      |       22 | Lead Nugget                                |     |
| nuggetLead                         | magneticraft:nuggets                            |        3 | Lead Nugget                                |     |
| nuggetLead                         | thermalfoundation:material                      |      195 | Lead Nugget                                |     |
| nuggetLepidolite                   | silentgems:gemshard                             |       28 | Lepidolite Shard                           |     |
| nuggetLumium                       | thermalfoundation:material                      |      230 | Lumium Nugget                              |     |
| nuggetMalachite                    | silentgems:gemshard                             |       22 | Malachite Shard                            |     |
| nuggetMithril                      | magneticraft:nuggets                            |        9 | Mithril Nugget                             |     |
| nuggetMithril                      | thermalfoundation:material                      |      200 | Mana Infused Nugget                        |     |
| nuggetMoldavite                    | silentgems:gemshard                             |       21 | Moldavite Shard                            |     |
| nuggetMoonstone                    | silentgems:gemshard                             |       24 | Moonstone Shard                            |     |
| nuggetMorganite                    | silentgems:gemshard                             |       13 | Morganite Shard                            |     |
| nuggetNickel                       | embers:nugget_nickel                            |        0 | Nickel Nugget                              |     |
| nuggetNickel                       | immersiveengineering:metal                      |       24 | Nickel Nugget                              |     |
| nuggetNickel                       | magneticraft:nuggets                            |       10 | Nickel Nugget                              |     |
| nuggetNickel                       | thermalfoundation:material                      |      197 | Nickel Nugget                              |     |
| nuggetOnyx                         | silentgems:gemshard                             |       14 | Onyx Shard                                 |     |
| nuggetOpal                         | silentgems:gemshard                             |       15 | Opal Shard                                 |     |
